head	relation	tail
/m/01wgfp6	/people/person/profession	/m/0nbcg
/m/02q3n9c	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/09y20	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0bdwqv
/m/0353xq	/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	/m/02nxhr
/m/049dyj	/film/actor/film./film/performance/film	/m/0bshwmp
/m/0p_r5	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/039cq4
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/03zm00
/m/0dq9p	/people/cause_of_death/people	/m/01rw116
/m/01d38g	/award/award_category/winners./award/award_honor/ceremony	/m/0jzphpx
/m/0bt4r4	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/08hsww
/m/01tspc6	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/016xk5
/m/01g6l8	/education/educational_institution_campus/educational_institution	/m/01g6l8
/m/0kxf1	/film/film/production_companies	/m/0g1rw
/m/03gbty	/sports/sports_team/sport	/m/02vx4
/m/016zgj	/music/genre/artists	/m/07m4c
/m/01wgxtl	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/07ss8_
/m/01w8n89	/people/person/profession	/m/039v1
/m/026n998	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/050023
/m/02qdgx	/music/genre/artists	/m/02s2wq
/m/09p06	/people/person/nationality	/m/0h7x
/m/03g3w	/education/field_of_study/students_majoring./education/education/student	/m/083q7
/m/0161c	/sports/sports_team_location/teams	/m/045346
/m/015_1q	/music/record_label/artist	/m/01fh0q
/m/0gsgr	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/0d0x8
/m/037w7r	/people/person/place_of_birth	/m/06_kh
/m/047vp1n	/film/film/film_format	/m/0cj16
/m/094tsh6	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0284n42
/m/0dclg	/location/location/contains	/m/029d_
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/0175rc
/m/05b6rdt	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/07gghl	/film/film/featured_film_locations	/m/030qb3t
/m/0dn16	/music/genre/parent_genre	/m/016ybr
/m/04vr_f	/award/award_winning_work/awards_won./award/award_honor/award	/m/027c924
/m/01713c	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0b6tzs
/m/0bh8tgs	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d060g
/m/0ftlxj	/time/event/instance_of_recurring_event	/m/0g_w
/m/0h2zvzr	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06mkj
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/043y95
/m/01vt9p3	/music/group_member/membership./music/group_membership/group	/m/01v0sx2
/m/04pqqb	/people/person/nationality	/m/03spz
/m/0pj9t	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01bgqh
/m/088_kf	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/0525b	/film/actor/film./film/performance/film	/m/031786
/m/02yvct	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06mkj
/m/029d_	/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	/m/03z19
/m/026670	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02wypbh
/m/05gjfk	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/01lnyf	/education/educational_institution/colors	/m/019sc
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/03j6_5
/m/0l14md	/music/performance_role/regular_performances./music/group_membership/role	/m/06w7v
/m/0pd64	/award/award_winning_work/awards_won./award/award_honor/award	/m/0f4x7
/m/03f1zdw	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01qrbf
/m/0161sp	/music/artist/track_contributions./music/track_contribution/role	/m/01vj9c
/m/07lt7b	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0lpjn
/m/04xbq3	/award/award_winning_work/awards_won./award/award_honor/award	/m/04ldyx1
/m/03g3w	/education/field_of_study/students_majoring./education/education/major_field_of_study	/m/037mh8
/m/08s0m7	/people/person/gender	/m/02zsn
/m/016jny	/music/genre/artists	/m/01vwyqp
/m/02sdk9v	/sports/sports_position/players./sports/sports_team_roster/team	/m/04r7f2
/m/080h2	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/01d26y
/m/015076	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02w9sd7
/m/07kc_	/music/performance_role/regular_performances./music/group_membership/role	/m/042v_gx
/m/04xrx	/people/person/religion	/m/0c8wxp
/m/05ty4m	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0b7t3p
/m/01f85k	/film/film/film_festivals	/m/03wf1p2
/m/0bkg4	/music/artist/track_contributions./music/track_contribution/role	/m/02sgy
/m/0hr3c8y	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/02l6dy
/m/024qqx	/media_common/netflix_genre/titles	/m/01qb5d
/m/042v_gx	/music/performance_role/track_performances./music/track_contribution/role	/m/026t6
/m/01_x6d	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/01hvjx
/m/01jzyf	/award/award_winning_work/awards_won./award/award_honor/award	/m/027c95y
/m/02z2xdf	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03nk3t
/m/03c7ln	/people/person/profession	/m/039v1
/m/0tlq9	/location/location/contains	/m/02fs_d
/m/063b4k	/people/person/religion	/m/0c8wxp
/m/0m0jc	/music/genre/artists	/m/0478__m
/m/017znw	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/0s2z0	/location/hud_county_place/place	/m/0s2z0
/m/02825nf	/film/film/written_by	/m/05txrz
/m/0fzrtf	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/02lz1s
/m/0jm3v	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/0pspl
/m/05h7tk	/people/person/profession	/m/015h31
/m/0bbgly	/film/film/genre	/m/07s9rl0
/m/054knh	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02gd6x
/m/02q3fdr	/film/film/dubbing_performances./film/dubbing_performance/actor	/m/02hblj
/m/07_3qd	/music/group_member/membership./music/group_membership/role	/m/018vs
/m/02633g	/people/person/profession	/m/03gjzk
/m/02633g	/people/person/profession	/m/018gz8
/m/01vs4f3	/influence/influence_node/influenced_by	/m/081k8
/m/06pwq	/education/educational_institution/students_graduates./education/education/student	/m/02cqbx
/m/05qd_	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0cf8qb
/m/0dvmd	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/01x1fq	/award/award_nominee/award_nominations./award/award_nomination/award	/m/054krc
/m/02k54	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/0lv1x
/m/02ntb8	/film/film/genre	/m/05p553
/m/0ddd9	/award/award_category/winners./award/award_honor/award_winner	/m/07dnx
/m/059dn	/user/ktrueman/default_domain/international_organization/member_states	/m/0d060g
/m/08z0wx	/music/genre/artists	/m/01shhf
/m/01wv24	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/09s1f
/m/014kq6	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/01kf3_9
/m/0btpm6	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0k6nt
/m/073hmq	/time/event/instance_of_recurring_event	/m/0g_w
/m/0gq9h	/award/award_category/winners./award/award_honor/award_winner	/m/03v1w7
/m/0cwy47	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/076psv
/m/02rky4	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/01n7q
/m/045j3w	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0k6nt
/m/0sxfd	/award/award_winning_work/awards_won./award/award_honor/award	/m/02x73k6
/m/0p9xd	/music/genre/artists	/m/01304j
/m/0kctd	/media_common/netflix_genre/titles	/m/0431v3
/m/0d060g	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/m/09n48
/m/06ncr	/music/performance_role/regular_performances./music/group_membership/group	/m/01lf293
/m/0127m7	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/m/01yg9y
/m/064lsn	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0chghy
/m/01l47f5	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/016srn
/m/0144l1	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0k7pf
/m/02pzck	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/01pgk0
/m/02pkpfs	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05y5kf
/m/048t8y	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0jqkh
/m/029zqn	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/0b455l
/m/01vj9c	/music/performance_role/regular_performances./music/group_membership/role	/m/02hrlh
/m/02w9sd7	/award/award_category/winners./award/award_honor/award_winner	/m/0d6d2
/m/0c0nhgv	/film/film/featured_film_locations	/m/0dc95
/m/015ppk	/award/award_winning_work/awards_won./award/award_honor/award	/m/0gkts9
/m/0xhtw	/music/genre/artists	/m/01l_w0
/m/02y9bj	/organization/organization/headquarters./location/mailing_address/state_province_region	/m/07h34
/m/0dqytn	/film/film/genre	/m/05p553
/m/054krc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0bbgvp
/m/0j0k	/location/location/contains	/m/06qd3
/m/0g7pm1	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01vx2h
/m/02bp37	/government/legislative_session/members./government/government_position_held/district_represented	/m/0gyh
/m/0421ng	/film/film/genre	/m/05p553
/m/05c5z8j	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01xy5l_
/m/02x4x18	/award/award_category/nominees./award/award_nomination/nominated_for	/m/05q_dw
/m/06k75	/military/military_conflict/combatants./military/military_combatant_group/combatants	/m/03b79
/m/02h761	/people/person/gender	/m/02zsn
/m/030qb3t	/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	/m/01_gx_
/m/015fr	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/m/087vz
/m/06y_n	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/08141d
/m/01g_bs	/music/genre/artists	/m/016lmg
/m/063472	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gq9h
/m/056wb	/people/person/profession	/m/0cbd2
/m/0157m	/people/person/religion	/m/05sfs
/m/08jcfy	/organization/role/leaders./organization/leadership/organization	/m/03gdf1
/m/01s9ftn	/film/actor/film./film/performance/film	/m/0gvrws1
/m/012vwb	/education/educational_institution/campuses	/m/012vwb
/m/0h53p1	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0h5jg5
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0c9k8
/m/0bx_q	/people/person/religion	/m/0c8wxp
/m/05sb1	/organization/organization_member/member_of./organization/organization_membership/organization	/m/07t65
/m/01lyv	/music/genre/artists	/m/01wkmgb
/m/0l15bq	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/02dlh2
/m/02d6cy	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/04glr5h
/m/0ggx5q	/music/genre/artists	/m/0gps0z
/m/05gg4	/american_football/football_team/current_roster./sports/sports_team_roster/position	/m/05b3ts
/m/0bmch_x	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01vx2h
/m/05zkcn5	/award/award_category/winners./award/award_honor/award_winner	/m/03f3yfj
/m/011yqc	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/01d0fp
/m/0dqcm	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0cq7kw
/m/02ddq4	/award/award_category/winners./award/award_honor/ceremony	/m/0jzphpx
/m/0697s	/organization/organization_member/member_of./organization/organization_membership/organization	/m/07t65
/m/0lv1x	/user/jg/default_domain/olympic_games/sports	/m/0d1tm
/m/01j5sv	/people/person/gender	/m/02zsn
/m/015_1q	/music/record_label/artist	/m/017g21
/m/0r1jr	/base/biblioness/bibs_location/state	/m/01n7q
/m/0bjrnt	/education/educational_degree/people_with_this_degree./education/education/institution	/m/09f2j
/m/030xr_	/people/person/nationality	/m/0d060g
/m/0431v3	/tv/tv_program/genre	/m/07s9rl0
/m/02bvc5	/organization/organization/headquarters./location/mailing_address/citytown	/m/0978r
/m/01jmv8	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02x4x18
/m/01vj9c	/music/performance_role/regular_performances./music/group_membership/role	/m/0jtg0
/m/0344gc	/award/award_winning_work/awards_won./award/award_honor/award	/m/02qt02v
/m/051hhz	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/01swxv	/education/educational_institution_campus/educational_institution	/m/01swxv
/m/03ckfl9	/music/genre/artists	/m/01vsqvs
/m/06wrt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0d060g
/m/01p4vl	/people/person/spouse_s./people/marriage/spouse	/m/019pm_
/m/0j0k	/location/location/contains	/m/04thp
/m/01y20v	/education/educational_institution/colors	/m/0jc_p
/m/05qd_	/organization/organization_founder/organizations_founded	/m/07y2b
/m/04ltlj	/film/film/genre	/m/07s9rl0
/m/02778qt	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02773nt
/m/016t_3	/education/educational_degree/people_with_this_degree./education/education/institution	/m/01y17m
/m/01jvxb	/education/educational_institution/students_graduates./education/education/student	/m/042xh
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/institution	/m/0pspl
/m/02b1ng	/sports/sports_team/colors	/m/019sc
/m/0bh8tgs	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rj0
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0h6r5
/m/05drq5	/people/person/profession	/m/02jknp
/m/040njc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04165w
/m/0f2r6	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/07dzf	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/04tr1
/m/02bjhv	/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	/m/03z19
/m/0g69lg	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05cqhl
/m/01vsnff	/music/artist/origin	/m/02dtg
/m/0g8_vp	/people/ethnicity/people	/m/0478__m
/m/017y6l	/education/educational_institution/colors	/m/019sc
/m/040njc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0bj25
/m/081jbk	/people/person/gender	/m/02zsn
/m/04t36	/media_common/netflix_genre/titles	/m/05q7874
/m/0jzphpx	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/01j6mff
/m/045346	/sports/sports_team/sport	/m/02vx4
/m/0dg3n1	/location/location/contains	/m/0h3y
/m/0hndn2q	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/055c8
/m/0ddd9	/award/award_category/winners./award/award_honor/award_winner	/m/0hnjt
/m/02w7gg	/people/ethnicity/people	/m/02k6rq
/m/06ncr	/music/performance_role/regular_performances./music/group_membership/role	/m/018vs
/m/03mg35	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02x73k6
/m/023g6w	/film/film/country	/m/0345h
/m/04wqr	/film/actor/film./film/performance/special_performance_type	/m/01pb34
/m/02t_vx	/film/actor/film./film/performance/film	/m/0fr63l
/m/06gst	/award/ranked_item/appears_in_ranked_lists./award/ranking/list	/m/01pd60
/m/035yn8	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03spz
/m/06w7v	/music/instrument/instrumentalists	/m/01vs4f3
/m/01yb1y	/tv/tv_program/program_creator	/m/01s7z0
/m/0l14qv	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/02dlh2
/m/02rb84n	/film/film/genre	/m/0hcr
/m/01wgxtl	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01by1l
/m/0cz_ym	/film/film/personal_appearances./film/personal_film_appearance/person	/m/06c97
/m/04hqz	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/03spz
/m/0crc2cp	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/06qd3
/m/016t_3	/education/educational_degree/people_with_this_degree./education/education/major_field_of_study	/m/06n6p
/m/0ddd0gc	/award/award_winning_work/awards_won./award/award_honor/award	/m/04ldyx1
/m/01_lhg	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/05p09dd	/film/film/language	/m/064_8sq
/m/033w9g	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02w9sd7
/m/0c0nhgv	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/016wzw
/m/0bw20	/film/film/genre	/m/07s9rl0
/m/01lyv	/music/genre/artists	/m/07m4c
/m/0l14qv	/music/performance_role/track_performances./music/track_contribution/role	/m/05ljv7
/m/03dj48	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/01kkfp
/m/0bh8drv	/film/film/genre	/m/07s9rl0
/m/0152n0	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0blfl
/m/088lls	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/032c7m	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02_j1w
/m/07jq_	/film/film_subject/films	/m/06sfk6
/m/0mwx6	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0mwcz
/m/015pkc	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/04fzk
/m/026ps1	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/07z542
/m/0bwfn	/education/educational_institution/students_graduates./education/education/student	/m/021bk
/m/02qvgy	/sports/sports_position/players./sports/sports_team_roster/team	/m/0jnr_
/m/043tvp3	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/04hqz
/m/03bwzr4	/education/educational_degree/people_with_this_degree./education/education/institution	/m/01bvw5
/m/05znxx	/film/film/genre	/m/01jfsb
/m/0170s4	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02g0mx
/m/02r_d4	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0cqhk0
/m/0l15f_	/music/performance_role/track_performances./music/track_contribution/role	/m/03t22m
/m/0272vm	/sports/sports_team/colors	/m/038hg
/m/014knw	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/030qb3t
/m/0bbgvp	/film/film/genre	/m/03g3w
/m/07lt7b	/film/actor/film./film/performance/film	/m/04h4c9
/m/0bksh	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/013w7j
/m/025s1wg	/film/film/executive_produced_by	/m/06q8hf
/m/03qmg1	/music/performance_role/track_performances./music/track_contribution/role	/m/02dlh2
/m/02f9wb	/award/award_winner/awards_won./award/award_honor/award_winner	/m/04gnbv1
/m/038b_x	/award/award_nominee/award_nominations./award/award_nomination/award	/m/03rbj2
/m/03f7nt	/film/film/production_companies	/m/05qd_
/m/01xcfy	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02y_rq5
/m/031786	/film/film/story_by	/m/042xh
/m/0g1rw	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0cq8nx
/m/04yc76	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/0315q3
/m/043y95	/sports/sports_team/sport	/m/02vx4
/m/064t9	/music/genre/artists	/m/01vs_v8
/m/0879bpq	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/077qn
/m/01520h	/people/person/places_lived./people/place_lived/location	/m/01n7q
/m/0g8st4	/film/actor/film./film/performance/film	/m/095zlp
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/04b5n0
/m/01bv8b	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/01h910
/m/015_1q	/music/record_label/artist	/m/03d2k
/m/02h98sm	/location/hud_county_place/place	/m/02h98sm
/m/01tspc6	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03y_46
/m/0kxf1	/film/film/genre	/m/07s9rl0
/m/020vx9	/organization/organization/headquarters./location/mailing_address/citytown	/m/04swd
/m/076psv	/people/deceased_person/place_of_death	/m/030qb3t
/m/07kc_	/music/performance_role/track_performances./music/track_contribution/role	/m/01vj9c
/m/04tng0	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/04pyp5
/m/080dwhx	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/03w1v2
/m/080h2	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/028kb
/m/06hx2	/people/person/religion	/m/0c8wxp
/m/0408np	/film/actor/film./film/performance/film	/m/011ysn
/m/042v_gx	/music/performance_role/track_performances./music/track_contribution/role	/m/02w3w
/m/03hr1p	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0345h
/m/013w7j	/award/award_nominee/award_nominations./award/award_nomination/award	/m/023vrq
/m/0f1pyf	/people/person/place_of_birth	/m/02cft
/m/013knm	/people/person/gender	/m/02zsn
/m/03jb2n	/sports/sports_team/sport	/m/02vx4
/m/01634x	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02sdk9v
/m/02k54	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0lv1x
/m/0tln7	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9
/m/033tf_	/people/ethnicity/people	/m/0c7lcx
/m/0jmwg	/music/genre/artists	/m/03sww
/m/086hg9	/sports/sports_team/roster./american_football/football_roster_position/position	/m/08ns5s
/m/015_1q	/music/record_label/artist	/m/016ppr
/m/0152n0	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0d060g
/m/03bmmc	/education/educational_institution/campuses	/m/03bmmc
/m/01309x	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02j3d4
/m/06mfvc	/film/actor/film./film/performance/film	/m/06gb1w
/m/0c5tl	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/0nccd
/m/07y_p6	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/02rhfsc
/m/0dvmd	/film/actor/film./film/performance/film	/m/0dr_4
/m/027cyf7	/award/award_category/winners./award/award_honor/award_winner	/m/016zp5
/m/0971v	/food/food/nutrients./food/nutrition_fact/nutrient	/m/0h1vg
/m/0w7c	/education/field_of_study/students_majoring./education/education/student	/m/02r_d4
/m/030qb3t	/location/location/contains	/m/05cwl_
/m/0345h	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	/m/02lq67
/m/02r5qtm	/tv/tv_program/genre	/m/05p553
/m/01tc9r	/people/person/profession	/m/01c8w0
/m/01hjy5	/education/educational_institution/colors	/m/083jv
/m/0n85g	/music/record_label/artist	/m/0fhxv
/m/0lyjf	/education/educational_institution/colors	/m/083jv
/m/01y49	/sports/sports_team/colors	/m/0jc_p
/m/05bcl	/location/location/contains	/m/0205m3
/m/02j3d4	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01m15br
/m/07gp9	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/03_gd
/m/0lv1x	/user/jg/default_domain/olympic_games/sports	/m/03fyrh
/m/01ty4	/people/person/places_lived./people/place_lived/location	/m/01qh7
/m/013knm	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01tfck
/m/01mr2g6	/music/artist/origin	/m/030qb3t
/m/047tsx3	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0161c
/m/0ptxj	/film/film/cinematography	/m/087yty
/m/016_nr	/music/genre/artists	/m/01vvyd8
/m/0bbf1f	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0bj9k
/m/04258w	/people/person/profession	/m/02jknp
/m/0bl3nn	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02rh1dz
/m/01rnly	/film/film/costume_design_by	/m/02pqgt8
/m/05f4m9q	/award/award_category/winners./award/award_honor/award_winner	/m/0127m7
/m/039c26	/tv/tv_program/program_creator	/m/05cqhl
/m/0ds1glg	/film/film/genre	/m/07s9rl0
/m/0lpjn	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03y_46
/m/04b5l3	/sports/sports_team/sport	/m/018jz
/m/02x2gy0	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0gmcwlb
/m/0421v9q	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/04g5k
/m/02q3fdr	/film/film/genre	/m/07s9rl0
/m/0q9zc	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0cqhk0
/m/04t36	/media_common/netflix_genre/titles	/m/01jc6q
/m/03csqj4	/people/person/profession	/m/089fss
/m/0308kx	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0443y3
/m/0298n7	/film/film/executive_produced_by	/m/015pkc
/m/01l1rw	/people/person/profession	/m/01c8w0
/m/051wwp	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/073749
/m/07y8l9	/film/actor/film./film/performance/film	/m/01jzyf
/m/0l14qv	/music/performance_role/regular_performances./music/group_membership/group	/m/02vnpv
/m/06ncr	/music/instrument/instrumentalists	/m/0lsw9
/m/053rxgm	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0chghy
/m/01dzg0	/education/educational_institution/colors	/m/083jv
/m/019lvv	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/011zf2	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01m15br
/m/01f8hf	/film/film/genre	/m/06qln
/m/048yqf	/film/film/language	/m/03_9r
/m/02x2gy0	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0drnwh
/m/02x73k6	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02lxrv
/m/040_lv	/film/film/produced_by	/m/06m6z6
/m/02x73k6	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0h6r5
/m/073749	/people/person/gender	/m/02zsn
/m/03l26m	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/0jm3v
/m/025m8y	/award/award_category/winners./award/award_honor/ceremony	/m/02cg41
/m/0l14qv	/music/performance_role/regular_performances./music/group_membership/group	/m/047cx
/m/014mlp	/education/educational_degree/people_with_this_degree./education/education/institution	/m/016sd3
/m/03bxsw	/people/person/gender	/m/02zsn
/m/01wf86y	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01by1l
/m/0cyhq	/people/deceased_person/place_of_burial	/m/01f38z
/m/039cq4	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/08vr94
/m/040njc	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ptx_
/m/02b9g4	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/m/01dw4q
/m/0gr51	/award/award_category/nominees./award/award_nomination/nominated_for	/m/01k60v
/m/0ftps	/people/person/profession	/m/0nbcg
/m/0dqcm	/award/award_winner/awards_won./award/award_honor/award_winner	/m/029ql
/m/011yn5	/film/film/produced_by	/m/03xp8d5
/m/042fgh	/film/film/genre	/m/0btmb
/m/01kgg9	/people/deceased_person/place_of_death	/m/06_kh
/m/0gz6b6g	/film/film/genre	/m/07s9rl0
/m/08cn4_	/film/actor/film./film/performance/film	/m/02q87z6
/m/0fb1q	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0c33pl
/m/03gwpw2	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/02rzdcp
/m/09f2j	/education/educational_institution/students_graduates./education/education/student	/m/017m2y
