entity	attribute	value
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	130219
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	141767
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	132052
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	146357
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	149651
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	148871
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	138661
/m/0k3gj	http://rdf.freebase.com/ns/topic_server.population_number	129571
/m/030wkp	http://rdf.freebase.com/ns/people.person.height_meters	1.73
/m/0ptxj	http://rdf.freebase.com/ns/film.film.netflix_id	1059232
/m/0ptxj	http://rdf.freebase.com/ns/film.film.netflix_id	70047072
/m/0dlqv	http://rdf.freebase.com/ns/location.location.area	641.0
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	4656690
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	4981779
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	5015680
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	4988252
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	6148754
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	6045404
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	4960815
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	5145599
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	5890745
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	5128041
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	6100065
/m/0dlqv	http://rdf.freebase.com/ns/topic_server.population_number	5105860
/m/079kdz	http://rdf.freebase.com/ns/people.person.height_meters	1.87
/m/06rq1k	http://rdf.freebase.com/ns/organization.organization.date_founded	1999
/m/01yg9y	http://rdf.freebase.com/ns/people.person.height_meters	1.651
/m/01x4wq	http://rdf.freebase.com/ns/sports.sports_team.founded	1887
/m/0gqrb	http://rdf.freebase.com/ns/people.person.height_meters	1.73
/m/04qzm	http://rdf.freebase.com/ns/music.artist.active_start	1994
/m/02nt3d	http://rdf.freebase.com/ns/film.film.netflix_id	60033294
/m/02nt3d	http://rdf.freebase.com/ns/user.robert.default_domain.rated_film.ew_rating	62
/m/03ys48	http://rdf.freebase.com/ns/sports.sports_team.founded	1920
/m/05ztrmj	http://rdf.freebase.com/ns/award.award_category.date_established	1996
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.number_of_seasons	7
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	18
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	21
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	22
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.number_of_episodes	153
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.tvrage_id	8511
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.thetvdb_id	80379
/m/02r5qtm	http://rdf.freebase.com/ns/user.robert.default_domain.rated_tv_program.ew_rating	62
/m/02r5qtm	http://rdf.freebase.com/ns/tv.tv_program.tvguide_id	288041
/m/02d9k	http://rdf.freebase.com/ns/people.person.height_meters	1.83
/m/02d9k	http://rdf.freebase.com/ns/people.person.weight_kg	75.0
/m/02d9k	http://rdf.freebase.com/ns/base.popstra.sww_base.heat	65
/m/02d9k	http://rdf.freebase.com/ns/base.popstra.sww_base.interest	90
/m/021pqy	http://rdf.freebase.com/ns/film.film.netflix_id	60020906
/m/0jgj7	http://rdf.freebase.com/ns/location.location.area	4032.61148779
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	230507
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	310006
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	241242
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	403209
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	536357
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	238468
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	251031
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	231698
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	534407
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	547161
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	472138
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	526088
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	550823
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	322780
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	241457
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	502985
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	272959
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	371547
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	425584
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	467624
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	451310
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	263036
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	359628
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	436282
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	544224
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	461686
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	515890
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	384423
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	530319
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	477735
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	336935
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	285963
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	299098
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	485810
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	415512
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	230340
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	455889
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	238221
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	536314
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	544019
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	444198
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	494239
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	240790
/m/0jgj7	http://rdf.freebase.com/ns/topic_server.population_number	349183
/m/0jgj7	http://rdf.freebase.com/ns/location.statistical_region.hud_id	1200999999
/m/02b149	http://rdf.freebase.com/ns/sports.sports_team.founded	1904
/m/026mml	http://rdf.freebase.com/ns/award.award_category.date_established	1988
/m/01dwyd	http://rdf.freebase.com/ns/sports.sports_team.founded	1907
/m/022840	http://rdf.freebase.com/ns/time.event.end_date	1924
/m/022840	http://rdf.freebase.com/ns/time.event.start_date	1622
/m/031n5b	http://rdf.freebase.com/ns/organization.organization.date_founded	1921
/m/01d6g	http://rdf.freebase.com/ns/sports.sports_team.founded	1954
/m/06s_2	http://rdf.freebase.com/ns/location.location.area	71740.0
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	6190280
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3688492
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5641182
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2483952
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5532139
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3255883
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3993016
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2957599
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4030443
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4295667
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3104305
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2320858
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3584397
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5865491
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2583200
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3180237
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4031730
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2189040
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5751976
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2439310
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3919708
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3951544
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4928175
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3408340
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2285313
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4042678
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4139757
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2397572
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2358225
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3908478
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5119895
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3961869
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2531874
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4493047
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2219498
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3029965
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5280909
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2695784
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5978727
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2251563
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3991434
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3928313
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3800961
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2160111
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2887735
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3330947
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2756810
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3927105
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2637861
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	3492174
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	6092075
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4053257
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	5416015
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	4712763
/m/06s_2	http://rdf.freebase.com/ns/topic_server.population_number	2820782
/m/06s_2	http://rdf.freebase.com/ns/location.country.calling_code	232
/m/06s_2	http://rdf.freebase.com/ns/location.country.iso_numeric	694
/m/054ks3	http://rdf.freebase.com/ns/award.award_category.date_established	1962
/m/02k54	http://rdf.freebase.com/ns/location.location.area	1001450.0
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	40359038
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	71777678
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	72798000
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	36342268
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	52776850
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	37945429
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	66136590
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	64084443
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	32937066
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	74229577
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	54011214
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	31241836
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	46991385
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	70591288
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	59307778
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	41212513
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	39533995
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	27997745
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	28785879
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	29590639
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	30409962
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	32083955
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	33798820
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	34660399
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	35510567
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	37152209
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	38733784
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	42093668
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	43005773
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	43951351
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	44931971
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	45945655
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	48071851
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	49190419
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	50346551
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	51545011
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	55207254
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	56336614
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	57387589
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	58370712
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	60231864
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	61168397
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	62123592
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	63094069
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	65097777
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	67204189
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	68302914
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	69432477
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	72990754
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	75491922
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	76775023
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	78075705
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	79392466
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	80721874
/m/02k54	http://rdf.freebase.com/ns/topic_server.population_number	82056378
/m/02k54	http://rdf.freebase.com/ns/location.country.calling_code	20
/m/02k54	http://rdf.freebase.com/ns/location.country.iso_numeric	818
/m/02wzv	http://rdf.freebase.com/ns/location.location.area	4167.0
/m/02wzv	http://rdf.freebase.com/ns/location.dated_location.date_founded	1842
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	134743
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	273814
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	78083
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	180069
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	276831
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	143033
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	130619
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	215200
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	170397
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	86839
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	114311
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	138867
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	211584
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	228380
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	80706
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	93440
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	100031
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	110496
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	184958
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	245032
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	241276
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	96730
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	106858
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	175208
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	219282
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	189742
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	103385
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	208349
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	251811
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	254884
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	257731
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	160883
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	270874
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	205269
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	202020
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	126483
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	90132
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	262877
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	122355
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	223734
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	165611
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	232956
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	156240
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	118279
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	83654
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	268270
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	268065
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	260361
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	147299
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	198370
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	194249
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	265412
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	237267
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	151702
/m/02wzv	http://rdf.freebase.com/ns/topic_server.population_number	248536
/m/02wzv	http://rdf.freebase.com/ns/location.country.calling_code	689
/m/02wzv	http://rdf.freebase.com/ns/location.country.iso_numeric	258
/m/0ftvg	http://rdf.freebase.com/ns/location.location.area	300.9
/m/0ftvg	http://rdf.freebase.com/ns/location.dated_location.date_founded	1821
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	184051
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	185021
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	196661
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	193956
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	177189
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	189515
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	185868
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	193524
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	184564
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	176136
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	191933
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	187452
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	178450
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	176449
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	184483
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	177174
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	196537
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	183133
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	175193
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	177919
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	175532
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	189971
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	195293
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	183374
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	188156
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	183595
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	177439
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	176370
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	187052
/m/0ftvg	http://rdf.freebase.com/ns/topic_server.population_number	197357
/m/0ftvg	http://rdf.freebase.com/ns/location.location.gnis_feature_id	83350
/m/0ftvg	http://rdf.freebase.com/ns/location.hud_county_place.countyplace_id	051560
/m/016cff	http://rdf.freebase.com/ns/people.person.height_meters	1.85
/m/016cff	http://rdf.freebase.com/ns/people.person.weight_kg	75.0
/m/016cff	http://rdf.freebase.com/ns/base.schemastaging.tennis_player_extra.doubles_grand_slams	13
/m/01rhrd	http://rdf.freebase.com/ns/location.dated_location.date_founded	1943
/m/01rhrd	http://rdf.freebase.com/ns/location.dated_location.date_dissolved	1992
/m/01rhrd	http://rdf.freebase.com/ns/location.country.calling_code	38
/m/04rwx	http://rdf.freebase.com/ns/organization.organization.date_founded	1861
/m/0ddd0gc	http://rdf.freebase.com/ns/tv.tv_program.number_of_seasons	4
/m/0ddd0gc	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	66
/m/0ddd0gc	http://rdf.freebase.com/ns/tv.tv_program.episode_running_time	65
/m/0ddd0gc	http://rdf.freebase.com/ns/tv.tv_program.number_of_episodes	34
/m/0ddd0gc	http://rdf.freebase.com/ns/tv.tv_program.thetvdb_id	193131
/m/0d05q4	http://rdf.freebase.com/ns/location.location.area	437072.0
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	8947399
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	14045450
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	15576396
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	30962380
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	28064095
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	7475354
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	21017108
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	29429829
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	32578209
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	13653358
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	9260685
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	28740630
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	7289759
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	12461337
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	23801156
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	19123947
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	26673536
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	30163199
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	25238267
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	8122200
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	23091408
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	18009865
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	15941197
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	36004552
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	7674220
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	16301879
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	17073500
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	15202850
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	9917982
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	9585576
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	14822565
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	10599846
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	13258367
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	8651167
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	11312304
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	16672907
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	19731733
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	22387179
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	12068300
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	27377045
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	10951169
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	10255904
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	11684585
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	12859762
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	14435914
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	17517521
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	18547047
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	20363138
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	21693597
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	24516842
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	25959531
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	31760020
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	33417476
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	7888914
/m/0d05q4	http://rdf.freebase.com/ns/topic_server.population_number	8375791
/m/0d05q4	http://rdf.freebase.com/ns/location.country.calling_code	964
/m/0d05q4	http://rdf.freebase.com/ns/location.country.iso_numeric	368
/m/03wy8t	http://rdf.freebase.com/ns/film.film.netflix_id	60026881
/m/0nv6n	http://rdf.freebase.com/ns/location.location.area	1582.48273542
/m/0nv6n	http://rdf.freebase.com/ns/location.dated_location.date_founded	1836
/m/0nv6n	http://rdf.freebase.com/ns/topic_server.population_number	170847
